511,603,550.552632
592,592,550.552632
635,587,550.552632
669,581,550.552632
703,577,550.552632
738,572,550.552632
772,566,550.552632
808,560,550.552632
843,554,550.552632
884,549,550.552632
942,539,550.552632
979,533,550.552632
1017,527,550.552632
1053,523,550.552632
1092,516,550.552632
1130,511,550.552632
1178,505,550.552632
1239,497,550.552632
1280,493,550.552632
1320,489,550.552632
1361,488,550.552632
1400,486,550.552632
1441,487,550.552632
1479,486,550.552632
1518,489,550.552632
1555,492,550.552632
1590,497,550.552632
1621,503,550.552632
1652,510,550.552632
29,689,663.826087
62,687,663.826087
98,684,663.826087
133,686,663.826087
168,685,663.826087
203,683,663.826087
237,681,663.826087
274,680,663.826087
308,678,663.826087
343,674,663.826087
378,672,663.826087
412,671,663.826087
446,665,663.826087
489,665,663.826087
552,655,663.826087
586,655,663.826087
611,652,663.826087
643,647,663.826087
682,645,663.826087
729,648,663.826087
784,628,663.826087
818,621,663.826087
860,617,663.826087
29,847,825.250000
65,846,825.250000
100,845,825.250000
136,845,825.250000
171,843,825.250000
207,842,825.250000
243,841,825.250000
271,848,825.250000
308,842,825.250000
346,837,825.250000
380,834,825.250000
422,832,825.250000
485,828,825.250000
520,825,825.250000
552,822,825.250000
587,819,825.250000
621,815,825.250000
656,812,825.250000
690,807,825.250000
724,803,825.250000
760,800,825.250000
794,796,825.250000
829,790,825.250000
863,787,825.250000
104,1003,955.720930
139,1003,955.720930
174,1002,955.720930
209,1002,955.720930
245,1000,955.720930
287,999,955.720930
344,996,955.720930
378,996,955.720930
414,994,955.720930
447,991,955.720930
482,990,955.720930
517,988,955.720930
551,985,955.720930
585,983,955.720930
620,980,955.720930
654,977,955.720930
687,975,955.720930
721,964,955.720930
723,979,955.720930
756,968,955.720930
808,961,955.720930
860,957,955.720930
896,953,955.720930
932,950,955.720930
968,947,955.720930
1003,942,955.720930
1041,938,955.720930
1078,934,955.720930
1116,931,955.720930
1154,927,955.720930
1193,923,955.720930
1232,920,955.720930
1272,916,955.720930
1312,914,955.720930
1361,912,955.720930
1424,909,955.720930
1464,908,955.720930
1504,909,955.720930
1540,909,955.720930
1577,910,955.720930
1611,913,955.720930
1642,916,955.720930
1669,922,955.720930
33,1063,1057.615385
69,1063,1057.615385
105,1060,1057.615385
141,1060,1057.615385
176,1060,1057.615385
212,1059,1057.615385
247,1058,1057.615385
282,1058,1057.615385
317,1056,1057.615385
355,1056,1057.615385
396,1054,1057.615385
430,1052,1057.615385
472,1050,1057.615385
107,1119,1082.904762
142,1118,1082.904762
177,1118,1082.904762
204,1117,1082.904762
222,1117,1082.904762
248,1117,1082.904762
284,1116,1082.904762
318,1115,1082.904762
353,1114,1082.904762
388,1113,1082.904762
422,1111,1082.904762
457,1111,1082.904762
492,1108,1082.904762
526,1106,1082.904762
560,1105,1082.904762
595,1102,1082.904762
628,1100,1082.904762
664,1097,1082.904762
697,1096,1082.904762
731,1092,1082.904762
765,1090,1082.904762
801,1086,1082.904762
835,1084,1082.904762
870,1081,1082.904762
905,1078,1082.904762
946,1074,1082.904762
1000,1070,1082.904762
1038,1066,1082.904762
1094,1061,1082.904762
1150,1056,1082.904762
1189,1053,1082.904762
1228,1050,1082.904762
1268,1048,1082.904762
1308,1045,1082.904762
1347,1043,1082.904762
1388,1042,1082.904762
1443,1040,1082.904762
1481,1040,1082.904762
1510,1044,1082.904762
1542,1042,1082.904762
1583,1045,1082.904762
1650,1052,1082.904762
30,1180,1151.916667
61,1183,1151.916667
112,1182,1151.916667
167,1177,1151.916667
198,1181,1151.916667
241,1180,1151.916667
273,1174,1151.916667
310,1173,1151.916667
344,1172,1151.916667
379,1171,1151.916667
413,1170,1151.916667
449,1168,1151.916667
483,1167,1151.916667
517,1165,1151.916667
552,1164,1151.916667
586,1162,1151.916667
620,1159,1151.916667
655,1158,1151.916667
689,1155,1151.916667
723,1152,1151.916667
757,1150,1151.916667
792,1148,1151.916667
827,1145,1151.916667
860,1143,1151.916667
897,1140,1151.916667
932,1137,1151.916667
967,1134,1151.916667
1004,1132,1151.916667
1041,1129,1151.916667
1078,1126,1151.916667
1116,1122,1151.916667
1154,1119,1151.916667
1192,1117,1151.916667
1232,1113,1151.916667
1271,1112,1151.916667
1320,1109,1151.916667
109,1235,1232.111111
144,1234,1232.111111
180,1234,1232.111111
216,1232,1232.111111
251,1232,1232.111111
286,1232,1232.111111
322,1231,1232.111111
358,1230,1232.111111
398,1229,1232.111111
107,1294,1262.928571
155,1292,1262.928571
190,1291,1262.928571
243,1290,1262.928571
297,1290,1262.928571
331,1289,1262.928571
365,1288,1262.928571
401,1287,1262.928571
436,1290,1262.928571
471,1285,1262.928571
505,1284,1262.928571
539,1283,1262.928571
573,1282,1262.928571
607,1279,1262.928571
641,1278,1262.928571
676,1279,1262.928571
710,1274,1262.928571
750,1271,1262.928571
812,1268,1262.928571
848,1266,1262.928571
883,1263,1262.928571
918,1261,1262.928571
953,1259,1262.928571
989,1257,1262.928571
1027,1255,1262.928571
1062,1253,1262.928571
1099,1250,1262.928571
1137,1247,1262.928571
1175,1245,1262.928571
1213,1243,1262.928571
1252,1242,1262.928571
1292,1239,1262.928571
1341,1238,1262.928571
1389,1235,1262.928571
1444,1243,1262.928571
1505,1232,1262.928571
1543,1233,1262.928571
1580,1233,1262.928571
1614,1234,1262.928571
1646,1235,1262.928571
1674,1237,1262.928571
1741,1249,1262.928571
156,1350,1332.031250
192,1350,1332.031250
227,1349,1332.031250
262,1348,1332.031250
298,1347,1332.031250
333,1347,1332.031250
369,1346,1332.031250
403,1345,1332.031250
438,1345,1332.031250
471,1346,1332.031250
507,1343,1332.031250
541,1341,1332.031250
575,1340,1332.031250
611,1338,1332.031250
644,1342,1332.031250
678,1334,1332.031250
712,1333,1332.031250
747,1332,1332.031250
781,1332,1332.031250
815,1328,1332.031250
851,1326,1332.031250
886,1324,1332.031250
920,1323,1332.031250
956,1321,1332.031250
991,1319,1332.031250
1028,1317,1332.031250
1065,1315,1332.031250
1102,1312,1332.031250
1139,1311,1332.031250
1178,1309,1332.031250
1216,1307,1332.031250
1264,1305,1332.031250
107,1410,1395.961538
156,1408,1395.961538
191,1408,1395.961538
228,1407,1395.961538
264,1406,1395.961538
299,1405,1395.961538
334,1405,1395.961538
369,1404,1395.961538
404,1403,1395.961538
439,1402,1395.961538
474,1401,1395.961538
508,1400,1395.961538
543,1399,1395.961538
577,1399,1395.961538
610,1397,1395.961538
652,1396,1395.961538
714,1393,1395.961538
748,1391,1395.961538
783,1391,1395.961538
817,1388,1395.961538
870,1385,1395.961538
922,1384,1395.961538
957,1382,1395.961538
1012,1379,1395.961538
1067,1377,1395.961538
1111,1375,1395.961538
108,1467,1461.000000
158,1466,1461.000000
193,1465,1461.000000
229,1464,1461.000000
265,1464,1461.000000
300,1463,1461.000000
335,1463,1461.000000
370,1462,1461.000000
404,1461,1461.000000
440,1460,1461.000000
475,1460,1461.000000
510,1459,1461.000000
544,1458,1461.000000
578,1457,1461.000000
612,1456,1461.000000
648,1455,1461.000000
689,1457,1461.000000
114,1524,1506.785714
150,1523,1506.785714
184,1523,1506.785714
221,1523,1506.785714
257,1522,1506.785714
292,1522,1506.785714
327,1521,1506.785714
362,1520,1506.785714
396,1521,1506.785714
432,1518,1506.785714
467,1517,1506.785714
501,1517,1506.785714
535,1516,1506.785714
569,1515,1506.785714
604,1515,1506.785714
646,1513,1506.785714
681,1513,1506.785714
706,1512,1506.785714
740,1511,1506.785714
775,1510,1506.785714
810,1509,1506.785714
844,1507,1506.785714
879,1506,1506.785714
913,1506,1506.785714
950,1504,1506.785714
993,1503,1506.785714
1054,1501,1506.785714
1091,1499,1506.785714
1128,1499,1506.785714
1166,1498,1506.785714
1204,1497,1506.785714
1243,1495,1506.785714
1282,1494,1506.785714
1322,1493,1506.785714
1361,1492,1506.785714
1402,1492,1506.785714
1441,1489,1506.785714
1481,1489,1506.785714
1521,1489,1506.785714
1572,1493,1506.785714
1634,1487,1506.785714
1670,1487,1506.785714
42,1583,1568.333333
79,1583,1568.333333
116,1582,1568.333333
152,1581,1568.333333
189,1581,1568.333333
224,1580,1568.333333
279,1579,1568.333333
333,1579,1568.333333
368,1579,1568.333333
404,1578,1568.333333
440,1576,1568.333333
475,1576,1568.333333
510,1575,1568.333333
545,1574,1568.333333
580,1574,1568.333333
615,1573,1568.333333
650,1572,1568.333333
684,1571,1568.333333
719,1574,1568.333333
755,1569,1568.333333
789,1569,1568.333333
825,1568,1568.333333
860,1568,1568.333333
896,1567,1568.333333
932,1567,1568.333333
968,1565,1568.333333
1005,1564,1568.333333
1061,1565,1568.333333
1117,1566,1568.333333
1177,1565,1568.333333
1211,1560,1568.333333
1242,1567,1568.333333
1290,1562,1568.333333
1330,1562,1568.333333
1387,1555,1568.333333
1436,1555,1568.333333
1507,1553,1568.333333
1546,1552,1568.333333
1583,1551,1568.333333
1618,1551,1568.333333
1651,1550,1568.333333
1680,1549,1568.333333
37,1641,1627.619048
65,1645,1627.619048
92,1640,1627.619048
135,1643,1627.619048
186,1643,1627.619048
222,1642,1627.619048
289,1637,1627.619048
355,1640,1627.619048
408,1634,1627.619048
453,1633,1627.619048
516,1633,1627.619048
551,1632,1627.619048
586,1631,1627.619048
622,1631,1627.619048
656,1631,1627.619048
691,1630,1627.619048
725,1630,1627.619048
761,1628,1627.619048
797,1628,1627.619048
832,1628,1627.619048
867,1627,1627.619048
903,1626,1627.619048
939,1626,1627.619048
977,1625,1627.619048
1013,1625,1627.619048
1049,1624,1627.619048
1088,1624,1627.619048
1126,1624,1627.619048
1164,1622,1627.619048
1203,1622,1627.619048
1243,1622,1627.619048
1283,1620,1627.619048
1324,1620,1627.619048
1364,1620,1627.619048
1405,1618,1627.619048
1445,1617,1627.619048
1486,1616,1627.619048
1525,1616,1627.619048
1565,1615,1627.619048
1604,1618,1627.619048
1639,1618,1627.619048
1674,1615,1627.619048
117,1754,1747.465116
153,1754,1747.465116
189,1753,1747.465116
224,1752,1747.465116
260,1752,1747.465116
295,1752,1747.465116
345,1759,1747.465116
398,1751,1747.465116
431,1749,1747.465116
466,1749,1747.465116
502,1750,1747.465116
535,1749,1747.465116
569,1748,1747.465116
604,1748,1747.465116
638,1748,1747.465116
674,1747,1747.465116
707,1748,1747.465116
742,1747,1747.465116
775,1747,1747.465116
810,1747,1747.465116
844,1747,1747.465116
882,1748,1747.465116
910,1751,1747.465116
949,1751,1747.465116
983,1747,1747.465116
1019,1747,1747.465116
1055,1746,1747.465116
1092,1746,1747.465116
1129,1747,1747.465116
1167,1747,1747.465116
1205,1747,1747.465116
1244,1746,1747.465116
1283,1746,1747.465116
1323,1746,1747.465116
1362,1746,1747.465116
1402,1745,1747.465116
1449,1744,1747.465116
1514,1743,1747.465116
1551,1742,1747.465116
1589,1742,1747.465116
1623,1740,1747.465116
1655,1737,1747.465116
1684,1736,1747.465116
44,1814,1807.933333
80,1813,1807.933333
117,1814,1807.933333
153,1811,1807.933333
193,1818,1807.933333
224,1815,1807.933333
258,1810,1807.933333
294,1809,1807.933333
358,1809,1807.933333
393,1808,1807.933333
429,1808,1807.933333
463,1808,1807.933333
498,1807,1807.933333
532,1806,1807.933333
567,1806,1807.933333
601,1806,1807.933333
636,1806,1807.933333
669,1806,1807.933333
704,1806,1807.933333
739,1806,1807.933333
774,1808,1807.933333
807,1806,1807.933333
842,1807,1807.933333
879,1810,1807.933333
912,1807,1807.933333
947,1808,1807.933333
983,1807,1807.933333
1020,1807,1807.933333
1056,1808,1807.933333
1092,1808,1807.933333
1130,1809,1807.933333
1167,1809,1807.933333
1205,1809,1807.933333
1245,1809,1807.933333
1292,1809,1807.933333
1356,1809,1807.933333
1397,1808,1807.933333
1436,1808,1807.933333
1475,1807,1807.933333
1515,1807,1807.933333
1553,1805,1807.933333
1589,1804,1807.933333
1624,1802,1807.933333
1657,1801,1807.933333
1686,1799,1807.933333
45,1871,1868.133333
80,1871,1868.133333
117,1870,1868.133333
154,1869,1868.133333
189,1869,1868.133333
225,1867,1868.133333
261,1868,1868.133333
297,1867,1868.133333
332,1866,1868.133333
367,1866,1868.133333
403,1865,1868.133333
437,1864,1868.133333
472,1865,1868.133333
506,1865,1868.133333
541,1865,1868.133333
576,1865,1868.133333
609,1865,1868.133333
644,1866,1868.133333
679,1865,1868.133333
713,1865,1868.133333
749,1865,1868.133333
783,1866,1868.133333
846,1866,1868.133333
900,1876,1868.133333
964,1869,1868.133333
1027,1870,1868.133333
1079,1875,1868.133333
1133,1879,1868.133333
1204,1872,1868.133333
1264,1872,1868.133333
576,1922,1924.933333
606,1925,1924.933333
639,1922,1924.933333
672,1922,1924.933333
721,1923,1924.933333
769,1923,1924.933333
795,1920,1924.933333
821,1924,1924.933333
858,1925,1924.933333
894,1926,1924.933333
925,1925,1924.933333
975,1928,1924.933333
1022,1929,1924.933333
1056,1929,1924.933333
1111,1931,1924.933333
118,1986,1989.026316
154,1985,1989.026316
191,1984,1989.026316
225,1984,1989.026316
262,1984,1989.026316
298,1983,1989.026316
338,1982,1989.026316
404,1982,1989.026316
438,1981,1989.026316
473,1982,1989.026316
508,1984,1989.026316
543,1981,1989.026316
577,1981,1989.026316
612,1982,1989.026316
647,1983,1989.026316
681,1983,1989.026316
716,1983,1989.026316
750,1983,1989.026316
785,1984,1989.026316
826,1985,1989.026316
890,1987,1989.026316
925,1988,1989.026316
961,1989,1989.026316
1016,1991,1989.026316
1069,1992,1989.026316
1106,1993,1989.026316
1144,1995,1989.026316
1181,1996,1989.026316
1220,1997,1989.026316
1261,2002,1989.026316
1312,2006,1989.026316
1376,2000,1989.026316
1404,2000,1989.026316
1439,2003,1989.026316
1507,1998,1989.026316
1546,1996,1989.026316
1582,1995,1989.026316
1625,1993,1989.026316
107,2046,2042.411765
171,2044,2042.411765
207,2043,2042.411765
242,2042,2042.411765
278,2041,2042.411765
332,2041,2042.411765
385,2040,2042.411765
420,2040,2042.411765
455,2040,2042.411765
489,2040,2042.411765
530,2040,2042.411765
594,2041,2042.411765
638,2046,2042.411765
690,2047,2042.411765
721,2043,2042.411765
755,2043,2042.411765
797,2044,2042.411765
107,2104,2108.235294
171,2101,2108.235294
206,2101,2108.235294
242,2100,2108.235294
279,2099,2108.235294
321,2099,2108.235294
385,2099,2108.235294
420,2099,2108.235294
455,2098,2108.235294
490,2099,2108.235294
524,2098,2108.235294
560,2099,2108.235294
594,2100,2108.235294
629,2100,2108.235294
663,2101,2108.235294
698,2101,2108.235294
733,2103,2108.235294
768,2104,2108.235294
802,2104,2108.235294
837,2106,2108.235294
873,2108,2108.235294
915,2109,2108.235294
979,2112,2108.235294
1015,2113,2108.235294
1053,2115,2108.235294
1088,2118,2108.235294
1126,2119,2108.235294
1164,2120,2108.235294
1201,2122,2108.235294
1240,2124,2108.235294
1280,2125,2108.235294
1339,2126,2108.235294
1399,2127,2108.235294
1439,2127,2108.235294
107,2163,2171.333333
170,2160,2171.333333
207,2159,2171.333333
243,2159,2171.333333
279,2158,2171.333333
316,2158,2171.333333
350,2157,2171.333333
386,2157,2171.333333
427,2157,2171.333333
491,2157,2171.333333
526,2158,2171.333333
561,2158,2171.333333
596,2159,2171.333333
631,2159,2171.333333
665,2160,2171.333333
700,2161,2171.333333
735,2163,2171.333333
770,2163,2171.333333
805,2164,2171.333333
840,2166,2171.333333
876,2168,2171.333333
911,2169,2171.333333
947,2171,2171.333333
983,2173,2171.333333
1019,2175,2171.333333
1055,2176,2171.333333
1093,2178,2171.333333
1130,2182,2171.333333
1168,2184,2171.333333
1206,2185,2171.333333
1245,2186,2171.333333
1284,2189,2171.333333
1324,2190,2171.333333
1364,2190,2171.333333
1444,2191,2171.333333
1484,2191,2171.333333
1523,2189,2171.333333
1562,2188,2171.333333
1599,2186,2171.333333
1634,2183,2171.333333
1668,2180,2171.333333
1697,2176,2171.333333
119,2278,2293.761905
154,2277,2293.761905
191,2276,2293.761905
227,2276,2293.761905
263,2275,2293.761905
298,2276,2293.761905
334,2275,2293.761905
370,2274,2293.761905
408,2274,2293.761905
443,2275,2293.761905
475,2275,2293.761905
510,2276,2293.761905
544,2276,2293.761905
579,2277,2293.761905
614,2279,2293.761905
648,2279,2293.761905
684,2280,2293.761905
718,2282,2293.761905
753,2283,2293.761905
787,2284,2293.761905
823,2286,2293.761905
859,2288,2293.761905
901,2291,2293.761905
963,2294,2293.761905
999,2297,2293.761905
1042,2299,2293.761905
1100,2304,2293.761905
1134,2311,2293.761905
1166,2308,2293.761905
1201,2312,2293.761905
1246,2318,2293.761905
1293,2315,2293.761905
1340,2318,2293.761905
1411,2319,2293.761905
1451,2320,2293.761905
1490,2319,2293.761905
1530,2318,2293.761905
1567,2316,2293.761905
1611,2314,2293.761905
1672,2306,2293.761905
1700,2302,2293.761905
1783,2336,2293.761905
46,2338,2344.451613
84,2337,2344.451613
125,2336,2344.451613
191,2335,2344.451613
227,2334,2344.451613
262,2334,2344.451613
298,2333,2344.451613
335,2333,2344.451613
369,2333,2344.451613
405,2333,2344.451613
441,2333,2344.451613
475,2333,2344.451613
511,2334,2344.451613
545,2335,2344.451613
580,2336,2344.451613
621,2336,2344.451613
685,2340,2344.451613
720,2341,2344.451613
755,2344,2344.451613
790,2344,2344.451613
827,2345,2344.451613
865,2348,2344.451613
900,2350,2344.451613
936,2353,2344.451613
973,2355,2344.451613
1008,2358,2344.451613
1047,2366,2344.451613
1091,2370,2344.451613
1126,2367,2344.451613
1163,2370,2344.451613
1209,2374,2344.451613
656,2394,2410.692308
687,2399,2410.692308
726,2401,2410.692308
778,2404,2410.692308
820,2406,2410.692308
857,2409,2410.692308
889,2413,2410.692308
916,2416,2410.692308
937,2413,2410.692308
960,2420,2410.692308
991,2417,2410.692308
1025,2425,2410.692308
1047,2422,2410.692308
41,2455,2476.636364
72,2460,2476.636364
120,2459,2476.636364
154,2453,2476.636364
190,2452,2476.636364
225,2453,2476.636364
261,2452,2476.636364
297,2451,2476.636364
332,2452,2476.636364
368,2451,2476.636364
404,2452,2476.636364
439,2452,2476.636364
472,2452,2476.636364
509,2453,2476.636364
551,2454,2476.636364
615,2457,2476.636364
648,2459,2476.636364
683,2460,2476.636364
718,2462,2476.636364
747,2468,2476.636364
790,2466,2476.636364
826,2469,2476.636364
862,2471,2476.636364
898,2474,2476.636364
972,2479,2476.636364
1025,2483,2476.636364
1070,2488,2476.636364
1107,2491,2476.636364
1144,2496,2476.636364
1182,2499,2476.636364
1220,2502,2476.636364
1259,2505,2476.636364
1299,2507,2476.636364
1336,2513,2476.636364
1381,2510,2476.636364
1453,2512,2476.636364
1493,2512,2476.636364
1532,2512,2476.636364
1570,2509,2476.636364
1608,2506,2476.636364
1643,2502,2476.636364
1677,2498,2476.636364
1706,2491,2476.636364
1788,2470,2476.636364
47,2514,2540.547619
83,2513,2540.547619
144,2512,2540.547619
226,2511,2540.547619
261,2510,2540.547619
297,2510,2540.547619
333,2510,2540.547619
368,2510,2540.547619
404,2511,2540.547619
463,2511,2540.547619
505,2520,2540.547619
544,2515,2540.547619
593,2520,2540.547619
652,2519,2540.547619
687,2521,2540.547619
723,2525,2540.547619
758,2526,2540.547619
793,2527,2540.547619
829,2530,2540.547619
865,2532,2540.547619
908,2535,2540.547619
970,2540,2540.547619
1007,2544,2540.547619
1044,2547,2540.547619
1080,2551,2540.547619
1117,2556,2540.547619
1155,2559,2540.547619
1196,2563,2540.547619
1236,2567,2540.547619
1276,2569,2540.547619
1315,2572,2540.547619
1354,2574,2540.547619
1395,2575,2540.547619
1434,2576,2540.547619
1474,2576,2540.547619
1514,2575,2540.547619
1552,2574,2540.547619
1590,2572,2540.547619
1627,2568,2540.547619
1659,2569,2540.547619
1708,2553,2540.547619
1791,2541,2540.547619
46,2574,2573.857143
83,2573,2573.857143
118,2571,2573.857143
156,2572,2573.857143
193,2569,2573.857143
227,2570,2573.857143
263,2571,2573.857143
299,2569,2573.857143
335,2570,2573.857143
371,2570,2573.857143
406,2569,2573.857143
443,2570,2573.857143
477,2570,2573.857143
512,2573,2573.857143
547,2573,2573.857143
582,2575,2573.857143
616,2577,2573.857143
651,2580,2573.857143
686,2582,2573.857143
721,2585,2573.857143
762,2588,2573.857143
585,2661,2680.466667
616,2666,2680.466667
648,2667,2680.466667
682,2669,2680.466667
718,2672,2680.466667
753,2676,2680.466667
785,2681,2680.466667
823,2680,2680.466667
864,2683,2680.466667
894,2688,2680.466667
923,2691,2680.466667
946,2688,2680.466667
976,2690,2680.466667
1007,2691,2680.466667
1090,2704,2680.466667
